Number,Rank,birthday,Sex,Age,Tall,Weight,BloodType,Win_rate,Wins_rate,1st_num,2nd_num,Runs_num,Yusyutu_num,Champ_num,ST_mean,Course1_entry_num,Course1_Wins_rate,Course1_ST_mean,Course1_Start_Rank,Course2_entry_num,Course2_Wins_rate,Course2_ST_mean,Course2_Start_Rank,Course3_entry_num,Course3_Wins_rate,Course3_ST_mean,Course3_Start_Rank,Course4_entry_num,Course4_Wins_rate,Course4_ST_mean,Course4_Start_Rank,Course5_entry_num,Course5_Wins_rate,Course5_ST_mean,Course5_Start_Rank,Course6_entry_num,Course6_Wins_rate,Course6_ST_mean,Course6_Start_Rank,bef_Rank,bef_bef_Rank,bef_bef_bef_Rank,bef_Capavility_index,Now_Capability_index,Year,Period,CalcurationPeriod1,CalcurationPeriod2,GraduatePeriod,Course1_1st_num,Course1_2nd_num,Course1_3rd_num,Course1_4th_num,Course1_5th_num,Course1_6th_num,Course1_F_num,Course1_L0_num,Course1_L1_num,Course1_K0_num,Course1_K1_num,Course1_S0_num,Course1_S1_num,Course1_S2_num,Course2_1st_num,Course2_2nd_num,Course2_3rd_num,Course2_4th_num,Course2_5th_num,Course2_6th_num,Course2_F_num,Course2_L0_num,Course2_L1_num,Course2_K0_num,Course2_K1_num,Course2_S0_num,Course2_S1_num,Course2_S2_num,Course3_1st_num,Course3_2nd_num,Course3_3rd_num,Course3_4th_num,Course3_5th_num,Course3_6th_num,Course3_F_num,Course3_L0_num,Course3_L1_num,Course3_K0_num,Course3_K1_num,Course3_S0_num,Course3_S1_num,Course3_S2_num,Course4_1st_num,Course4_2nd_num,Course4_3rd_num,Course4_4th_num,Course4_5th_num,Course4_6th_num,Course4_F_num,Course4_L0_num,Course4_L1_num,Course4_K0_num,Course4_K1_num,Course4_S0_num,Course4_S1_num,Course4_S2_num,Course5_1st_num,Course5_2nd_num,Course5_3rd_num,Course5_4th_num,Course5_5th_num,Course5_6th_num,Course5_F_num,Course5_L0_num,Course5_L1_num,Course5_K0_num,Course5_K1_num,Course5_S0_num,Course5_S1_num,Course5_S2_num,Course6_1st_num,Course6_2nd_num,Course6_3rd_num,Course6_4th_num,Course6_5th_num,Course6_6th_num,Course6_F_num,Course6_L0_num,Course6_L1_num,Course6_K0_num,Course6_K1_num,Course6_S0_num,Course6_S1_num,Course6_S2_num
4727,B1,S620814,1,32,168,54,O ,4.13,2.05,10,13,112,0,0,0.18,14,3.57,0.17,3.3,21,3.33,0.2,4.1,19,3.16,0.2,3.2,18,1.67,0.17,3.1,22,0.91,0.15,3.2,19,0,0.21,3.9,B1,B1,B2,46,45,2020,2,20191101,20200430,111,4,1,4,2,1,2,0,0,0,0,0,0,0,0,1,6,5,4,2,2,0,0,0,0,0,1,0,0,3,3,1,2,4,4,0,0,0,0,0,0,2,0,1,2,3,4,7,1,0,0,0,0,0,0,0,0,1,1,2,5,7,5,0,0,0,0,0,0,1,0,0,0,2,4,4,9,0,0,0,0,0,0,0,0
4728,B1,S621031,1,32,168,53,B ,4.59,2.32,10,16,112,1,0,0.18,15,6,0.15,2.8,17,1.18,0.19,4,18,2.78,0.19,3.7,20,2,0.2,4.4,25,1.6,0.17,3.6,17,1.18,0.19,3.9,B1,B1,B1,48,48,2020,2,20191101,20200430,111,7,2,1,2,3,0,0,0,0,0,0,0,0,0,2,0,1,5,5,4,0,0,0,0,0,0,0,0,1,4,2,4,3,3,0,0,0,0,0,0,1,0,0,4,3,5,5,3,0,0,0,0,0,0,0,0,0,4,6,10,5,0,0,0,0,0,0,0,0,0,0,2,2,8,1,4,0,0,0,0,0,0,0,0
4729,B1,H010207,1,31,158,57,B ,3.99,1.55,5,11,103,0,0,0.2,13,4.62,0.15,2.9,14,2.86,0.22,3.9,22,0.45,0.19,3.6,14,2.14,0.2,3.7,18,1.11,0.22,4.2,24,0,0.19,3.7,B1,B1,B1,45,45,2020,2,20191101,20200430,111,2,4,1,2,3,1,0,0,0,0,0,0,0,0,1,3,0,3,4,2,0,0,0,0,0,0,1,0,0,1,7,7,3,2,0,0,0,0,0,2,0,0,1,2,3,2,4,1,0,0,0,0,0,0,1,0,1,1,2,4,4,4,0,0,0,0,0,0,1,1,0,0,5,7,7,5,0,0,0,0,0,0,0,0
4730,A2,H010211,2,31,154,45,A ,5.48,3.79,25,22,124,3,0,0.19,19,7.89,0.15,2.7,20,6,0.19,3.5,22,1.36,0.19,3.1,21,4.29,0.18,3.1,22,2.73,0.19,3.2,20,1,0.23,4.7,A2,A2,A2,53,50,2020,2,20191101,20200430,111,13,2,0,2,2,0,0,0,0,0,0,0,0,0,6,6,2,2,1,2,1,0,0,0,0,0,0,0,3,0,7,4,6,1,1,0,0,0,0,0,0,0,3,6,3,1,2,5,0,0,0,0,0,0,1,0,0,6,4,2,6,4,0,0,0,0,0,0,0,0,0,2,4,3,8,3,0,0,0,0,0,0,0,0
4731,B1,H010325,1,31,167,55,A ,4.92,2.84,12,17,102,1,1,0.16,16,7.5,0.13,2.3,17,4.12,0.13,2.4,20,1.5,0.16,2.8,16,3.13,0.13,2.5,16,1.25,0.15,2.2,18,0,0.24,4.2,A2,B1,B1,51,48,2020,2,20191101,20200430,111,7,5,1,0,1,1,0,0,0,0,0,1,0,0,3,4,5,1,3,1,0,0,0,0,0,0,0,0,0,3,4,5,6,2,0,0,0,0,0,0,0,0,1,4,5,2,2,2,0,0,0,0,0,0,0,0,1,1,1,3,5,5,0,0,0,0,0,0,0,0,0,0,5,5,3,4,1,0,0,0,0,0,0,0
4732,B2,H010402,1,31,169,54,A ,5.2,3.47,9,7,46,1,0,0.14,8,8.75,0.13,1.9,7,1.43,0.18,3.3,7,1.43,0.16,2,8,5,0.11,1.6,9,2.22,0.14,2.9,7,1.43,0.14,3.4,A2,A1,A2,52,48,2020,2,20191101,20200430,111,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,1,1,0,0,0,0,0,0,0,1,0,3,1,2,0,0,0,0,0,0,0,0,0,0,4,0,0,2,2,0,0,0,0,0,0,0,0,1,1,0,4,2,0,1,0,0,0,0,0,0,0,0,1,1,0,3,2,0,0,0,0,0,0,0,0
4733,B2,H010503,2,31,160,49,B ,3.95,2.1,3,5,38,0,0,0.18,5,6,0.12,2,7,2.86,0.22,3.3,7,1.43,0.16,2.7,8,1.25,0.19,2.6,7,1.43,0.18,3.3,4,0,0.22,3.5,B2,B2,B2,0,44,2020,2,20191101,20200430,111,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,4,0,0,0,0,0,0,0,0,0,1,2,1,2,1,0,0,0,0,0,0,0,0,0,1,0,4,2,1,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0
4734,A1,H011027,1,30,169,51,B ,6.48,4.19,30,22,124,5,1,0.16,27,7.78,0.16,3,24,4.58,0.15,2.9,23,4.35,0.18,3.2,20,2.5,0.15,2.9,17,1.18,0.17,3.1,14,2.14,0.18,3.6,A1,A1,A1,64,60,2020,2,20191101,20200430,111,18,3,4,1,0,0,0,0,0,0,0,0,1,0,5,6,8,5,0,0,0,0,0,0,0,0,0,0,4,6,5,4,3,0,0,0,0,0,0,0,1,0,1,4,6,5,2,1,0,0,0,0,0,0,0,1,0,2,3,2,6,3,0,0,0,0,0,1,0,0,2,1,2,1,5,2,0,0,0,0,0,0,1,0
4735,B1,H021102,1,29,161,56,B ,4.57,2.2,14,8,100,0,0,0.16,13,6.15,0.14,2.8,16,2.5,0.14,2.8,16,2.5,0.15,2.8,19,2.63,0.17,3.1,19,0.53,0.16,3.5,17,0,0.17,2.6,B1,B1,B1,44,47,2020,2,20191101,20200430,111,6,2,1,2,1,0,0,0,0,0,0,0,1,0,4,0,4,6,0,2,0,0,0,0,0,0,0,0,0,4,4,4,3,1,0,0,0,0,0,0,0,0,4,1,4,5,1,4,0,0,0,0,0,0,0,0,0,1,4,2,7,5,0,0,0,0,0,0,0,0,0,0,2,3,4,7,0,0,0,0,0,0,1,0
4736,A1,H030625,1,29,169,55,A ,6.47,5.11,30,38,133,4,0,0.16,26,8.46,0.15,3.3,22,6.36,0.16,3.7,24,5.42,0.14,2.6,16,3.75,0.18,3.8,23,3.48,0.16,2.9,22,2.27,0.16,3.8,A2,A2,A1,54,53,2020,2,20191101,20200430,111,17,5,2,1,0,1,0,0,0,0,0,0,0,0,7,7,3,3,0,2,0,0,0,0,0,0,0,0,4,9,5,4,1,1,0,0,0,0,0,0,0,0,1,5,4,2,1,2,1,0,0,0,0,0,0,0,1,7,5,6,2,2,0,0,0,0,0,0,0,0,0,5,3,7,4,3,0,0,0,0,0,0,0,0
4737,A1,H030703,1,28,170,53,AB,6.84,5.5,48,29,140,6,2,0.16,32,9.38,0.15,3,21,5.24,0.19,4,23,5.22,0.19,3.7,28,5.36,0.16,2.9,22,3.64,0.13,2.4,14,0.71,0.12,3.1,A1,A1,A1,54,59,2020,2,20191101,20200430,111,21,9,0,0,2,0,0,0,0,0,0,0,0,0,8,3,2,3,3,1,0,0,0,0,0,0,1,0,7,5,5,4,0,2,0,0,0,0,0,0,0,0,8,7,6,3,1,3,0,0,0,0,0,0,0,0,4,4,4,2,4,4,0,0,0,0,0,0,0,0,0,1,0,2,4,7,0,0,0,0,0,0,0,0
4738,B1,H030812,2,28,161,51,A ,4.38,2.34,15,11,111,0,0,0.19,20,5.5,0.16,2.3,19,1.05,0.17,3.3,19,4.21,0.19,3.8,19,1.05,0.19,2.6,21,0.95,0.19,3.5,13,0.77,0.24,4.3,B1,B1,B1,46,46,2020,2,20191101,20200430,111,10,1,1,5,2,1,0,0,0,0,0,0,0,0,1,1,4,3,3,7,0,0,0,0,0,0,0,0,3,5,3,3,1,4,0,0,0,0,0,0,0,0,1,1,6,2,5,4,0,0,0,0,0,0,0,0,0,2,4,4,2,9,0,0,0,0,0,0,0,0,0,1,1,0,4,7,0,0,0,0,0,0,0,0
4739,A1,H031103,1,28,168,54,A ,6.39,4.38,39,25,146,5,2,0.15,28,8.21,0.16,2.8,25,4.8,0.14,3.4,25,6,0.14,2.6,26,2.31,0.17,3.5,22,3.18,0.16,3.5,20,0.5,0.17,3.9,A1,A2,A1,57,58,2020,2,20191101,20200430,111,21,2,3,1,0,0,1,0,0,0,0,0,0,0,6,6,6,2,3,1,0,0,0,0,0,0,1,0,7,8,4,2,3,1,0,0,0,0,0,0,0,0,3,3,6,6,5,2,0,0,0,0,0,0,1,0,2,5,4,5,2,4,0,0,0,0,0,0,0,0,0,1,6,3,9,1,0,0,0,0,0,0,0,0
4740,B1,H040208,1,28,168,53,A ,3.93,1.94,8,14,113,0,0,0.19,14,7.86,0.16,2.2,18,1.11,0.19,3.8,22,1.82,0.2,3.8,18,1.67,0.2,3.9,23,0.87,0.19,4.2,20,0,0.21,4.9,B1,B1,B1,47,45,2020,2,20191101,20200430,111,7,4,1,0,2,0,0,0,0,0,0,0,0,0,0,2,2,3,6,4,0,0,0,0,0,1,0,0,0,4,4,1,6,6,0,0,0,0,0,1,0,0,1,2,3,3,2,7,0,0,0,0,0,0,0,0,0,2,5,2,8,6,0,0,0,0,0,0,0,0,0,0,2,6,7,5,0,0,0,0,0,0,0,0
4742,B2,H040726,2,27,155,42,A ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B2,B2,B2,38,0,2020,2,20191101,20200430,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4743,A2,H040917,1,27,164,54,O ,5.78,4.04,25,32,141,4,0,0.14,24,8.33,0.14,2.3,20,3.5,0.13,2.8,22,3.64,0.13,2.8,33,3.64,0.14,3.2,23,3.48,0.15,2.3,19,1.05,0.16,3.6,A1,A2,A2,54,54,2020,2,20191101,20200430,111,14,6,0,1,2,0,0,0,0,0,0,0,1,0,3,4,5,1,4,1,2,0,0,0,0,0,0,0,0,8,1,8,3,2,0,0,0,0,0,0,0,0,4,8,7,7,6,1,0,0,0,0,0,0,0,0,4,4,5,3,3,4,0,0,0,0,0,0,0,0,0,2,1,6,6,4,0,0,0,0,0,0,0,0
4744,B2,H040929,2,27,152,46,A ,3.52,1.52,2,5,46,0,0,0.19,3,0,0.09,2.7,9,4.44,0.17,3.6,7,1.43,0.2,3.6,7,1.43,0.17,3.9,10,0,0.22,4.3,10,1,0.2,3.5,B1,B1,B1,46,43,2020,2,20191101,20200430,111,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,3,1,1,0,3,0,0,0,0,0,0,0,0,0,1,1,1,3,1,0,0,0,0,0,0,0,0,1,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,2,3,4,0,0,0,0,0,0,0,0,0,1,1,1,4,3,0,0,0,0,0,0,0,0
4746,B1,H061126,2,25,154,47,A ,4.91,2.37,8,11,80,0,0,0.18,8,6.25,0.21,3.9,14,5.71,0.21,3.8,15,1.33,0.19,3.6,13,1.54,0.18,3.2,15,1.33,0.15,2.5,16,0,0.18,3.9,B1,B1,B1,47,49,2020,2,20191101,20200430,111,3,2,2,0,0,0,1,0,0,0,0,0,0,0,3,5,4,2,0,0,0,0,0,0,0,0,0,0,1,1,4,3,5,1,0,0,0,0,0,0,0,0,1,1,3,4,2,2,0,0,0,0,0,0,0,0,0,2,4,2,3,3,0,0,0,0,0,1,0,0,0,0,3,4,3,6,0,0,0,0,0,0,0,0
4747,B1,S600803,1,34,160,53,A ,3.92,1.52,8,6,92,0,0,0.16,10,2,0.22,4.3,15,4,0.14,3.1,20,1,0.15,3.3,11,0.91,0.13,2.9,24,0.83,0.15,2.4,13,0.77,0.16,2.9,B1,B2,B1,45,45,2020,2,20191101,20200430,112,2,0,2,4,1,1,0,0,0,0,0,0,0,0,3,3,5,1,2,1,0,0,0,0,0,0,0,0,1,1,2,6,4,5,0,0,0,0,0,1,0,0,1,0,1,4,3,2,0,0,0,0,0,0,0,0,1,1,2,6,8,5,0,0,0,0,0,0,1,0,0,1,0,4,3,5,0,0,0,0,0,0,0,0
4748,A2,S610501,1,34,170,53,A ,5.72,4.19,22,17,93,2,1,0.16,15,6.67,0.19,3.4,14,3.57,0.17,3.5,23,4.78,0.14,2.4,17,4.12,0.14,2.1,12,4.17,0.15,2.7,13,0.77,0.15,2.8,B1,A1,A2,56,49,2020,2,20191101,20200430,112,8,2,2,1,1,1,0,0,0,0,0,0,0,0,3,2,2,3,3,0,0,0,0,0,0,0,1,0,4,7,4,2,1,4,0,0,0,0,0,0,1,0,4,3,2,3,1,3,0,0,0,0,0,1,0,0,2,3,3,1,2,1,0,0,0,0,0,0,0,0,1,0,3,0,4,5,0,0,0,0,0,0,0,0
4749,B1,S611007,1,33,171,56,AB,3.96,1.4,3,4,50,0,0,0.2,6,5,0.16,2.7,10,1,0.16,3.4,14,0.71,0.2,4,5,4,0.15,2.4,8,0,0.24,4.3,7,0,0.25,4.7,B1,B2,B1,47,46,2020,2,20191101,20200430,112,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0,1,2,3,2,2,0,0,0,0,0,0,0,0,0,1,4,4,4,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,5,0,0,0,0,0,0,0,0,0,0,1,1,3,2,0,0,0,0,0,0,0,0
4750,B1,S620629,1,33,163,52,A ,4.42,2.09,11,11,105,0,0,0.17,16,4.38,0.15,1.9,20,2,0.15,2.9,16,1.88,0.17,3.6,12,4.17,0.19,3.6,23,1.3,0.17,2.7,19,0,0.18,3.5,B1,B1,B1,47,47,2020,2,20191101,20200430,112,5,2,2,3,2,1,1,0,0,0,0,0,0,0,2,2,5,5,5,1,0,0,0,0,0,0,0,0,3,0,4,3,2,3,0,0,0,0,0,1,0,0,1,4,0,4,1,2,0,0,0,0,0,0,0,0,0,3,6,2,7,5,0,0,0,0,0,0,0,0,0,0,2,4,9,4,0,0,0,0,0,0,0,0
4751,B1,S620829,1,32,157,52,O ,3.54,0.65,2,3,76,0,0,0.2,12,3.33,0.19,3,13,0.77,0.17,3.8,12,0,0.18,3.8,14,0,0.23,4.2,17,0,0.2,3.9,11,0,0.22,4.7,B1,B1,B1,43,44,2020,2,20191101,20200430,112,2,2,4,1,2,1,0,0,0,0,0,0,0,0,0,1,2,3,4,2,0,0,0,0,0,1,0,0,0,0,1,2,4,3,1,0,0,0,0,1,0,0,0,0,5,3,3,3,0,0,0,0,0,0,0,0,0,0,3,7,4,2,0,0,0,0,0,1,0,0,0,0,1,2,4,4,0,0,0,0,0,0,0,0
4752,B1,S630413,1,32,153,51,AB,4.46,2.94,10,15,85,0,0,0.17,14,7.86,0.17,3.4,15,3.33,0.17,2.7,11,2.73,0.16,2.8,16,1.25,0.16,3.5,12,2.5,0.21,3.8,17,0.59,0.17,4.4,B1,B1,B2,46,45,2020,2,20191101,20200430,112,6,5,2,1,0,0,0,0,0,0,0,0,0,0,2,3,3,4,2,1,0,0,0,0,0,0,0,0,0,3,1,1,4,2,0,0,0,0,0,0,0,0,2,0,3,3,4,3,1,0,0,0,0,0,0,0,0,3,1,0,0,8,0,0,0,0,0,0,0,0,0,1,2,1,2,9,0,0,0,0,0,0,2,0
4753,B1,S630718,1,31,171,58,A ,4.16,2.45,13,16,118,0,0,0.15,14,5.71,0.15,3.2,19,3.16,0.13,2.5,19,3.68,0.12,2.6,15,0.67,0.14,2.7,21,2.38,0.14,2.7,31,0.65,0.19,4,B1,B1,B1,46,44,2020,2,20191101,20200430,112,5,3,0,1,2,2,1,0,0,0,0,0,0,0,3,3,4,2,3,3,1,0,0,0,0,0,0,0,2,5,2,3,1,5,0,0,0,0,0,0,1,0,0,1,6,2,3,1,0,0,0,0,0,1,1,0,2,3,2,5,6,3,0,0,0,0,0,0,0,0,1,1,2,4,3,19,0,0,0,0,0,0,0,1
4754,A1,S630903,1,31,169,50,B ,6.44,4.79,37,32,144,6,1,0.15,27,7.78,0.14,2.3,24,5.83,0.15,2.7,28,5.71,0.15,2.6,28,3.93,0.17,3.5,20,3.5,0.15,2.4,17,0,0.17,3.6,A2,A2,A2,53,53,2020,2,20191101,20200430,112,20,1,3,1,1,1,0,0,0,0,0,0,0,0,6,8,4,6,0,0,0,0,0,0,0,0,0,0,5,11,5,3,3,0,0,0,0,0,0,0,1,0,5,6,4,8,4,1,0,0,0,0,0,0,0,0,1,6,5,5,2,1,0,0,0,0,0,0,0,0,0,0,3,6,4,4,0,0,0,0,0,0,0,0
4755,B2,S631021,1,31,170,56,B ,1.56,0.15,0,1,64,0,0,0.22,3,3.33,0.2,2.7,11,0,0.23,5.3,12,0,0.23,4.3,9,0,0.27,4.6,15,0,0.17,4.2,14,0,0.24,5.1,B2,B2,B2,35,34,2020,2,20191101,20200430,112,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,6,0,0,0,0,0,0,1,0,0,0,1,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,1,4,10,0,0,0,0,0,0,0,0,0,0,0,1,1,12,0,0,0,0,0,0,0,0
4756,B1,H010110,1,31,167,52,AB,4.55,2.55,15,9,94,0,0,0.13,13,5.38,0.13,1.6,19,2.63,0.12,2.4,15,4,0.14,2.2,12,2.5,0.11,1.8,18,1.67,0.11,2.2,16,0,0.17,3,B1,B1,B1,47,46,2020,2,20191101,20200430,112,5,2,1,1,1,0,2,0,0,0,0,0,1,0,3,2,2,2,7,3,0,0,0,0,0,0,0,0,4,2,4,3,0,2,0,0,0,0,0,0,0,0,1,2,3,2,3,1,0,0,0,0,0,0,0,0,2,1,1,4,7,3,0,0,0,0,0,0,0,0,0,0,3,3,7,3,0,0,0,0,0,0,0,0
4757,A1,H010706,1,30,170,54,A ,6.58,4.83,46,26,149,5,0,0.13,31,9.35,0.12,2.4,27,4.81,0.14,3.2,21,4.76,0.14,2.9,21,4.76,0.11,2.2,26,3.46,0.13,2.5,23,0.43,0.15,2.6,A1,A1,A1,56,59,2020,2,20191101,20200430,112,24,5,1,0,0,1,0,0,0,0,0,0,0,0,10,3,5,2,1,6,0,0,0,0,0,0,0,0,4,6,5,3,1,2,0,0,0,0,0,0,0,0,5,5,4,1,0,6,0,0,0,0,0,0,0,0,3,6,5,3,3,5,0,0,0,0,0,0,1,0,0,1,8,3,6,5,0,0,0,0,0,0,0,0
4758,A2,H011108,2,30,162,52,B ,5.53,3.43,14,20,99,0,0,0.19,16,7.5,0.15,2.9,14,5.71,0.15,2.9,22,3.64,0.15,2.6,19,2.11,0.21,3.7,13,0.77,0.24,4.6,16,0.63,0.23,4.9,B1,B1,A2,50,51,2020,2,20191101,20200430,112,8,4,4,0,0,0,0,0,0,0,0,0,0,0,2,6,2,2,2,0,0,0,0,0,0,0,0,0,1,7,2,5,4,2,0,0,0,0,0,0,1,0,2,2,7,4,3,0,0,0,0,0,0,1,0,0,0,1,2,5,4,1,0,0,0,0,0,0,0,0,1,0,2,4,6,3,0,0,0,0,0,0,0,0
4759,A1,H011203,1,30,165,52,B ,6.44,4.2,27,26,126,7,2,0.19,26,8.46,0.18,4,22,5,0.19,4.3,20,3,0.19,4.2,13,3.08,0.21,4.1,22,2.27,0.19,4,22,2.27,0.19,4.6,A1,A1,A2,59,59,2020,2,20191101,20200430,112,18,4,0,1,3,0,0,0,0,0,0,0,0,0,1,10,4,3,3,0,0,0,0,0,0,0,1,0,3,3,8,3,3,0,0,0,0,0,0,0,0,0,1,3,4,2,1,2,0,0,0,0,0,0,0,0,2,3,11,3,3,0,0,0,0,0,0,0,0,0,2,3,3,5,5,4,0,0,0,0,0,0,0,0
4760,A1,H011208,1,30,168,52,A ,7.03,5.55,51,29,144,7,4,0.13,37,8.38,0.14,2.9,22,6.36,0.15,3.5,22,5.45,0.14,2.6,22,4.09,0.14,2.7,25,4,0.12,2.3,16,2.5,0.12,2.6,A1,A1,A1,57,61,2020,2,20191101,20200430,112,30,1,2,0,3,1,0,0,0,0,0,0,0,0,5,9,3,2,1,2,0,0,0,0,0,0,0,0,6,6,5,1,2,2,0,0,0,0,0,0,0,0,3,6,1,3,4,4,0,0,0,0,0,0,1,0,5,5,5,5,0,4,1,0,0,0,0,0,0,0,2,2,3,5,1,3,0,0,0,0,0,0,0,0
4761,B1,H020106,1,30,167,53,B ,5.19,2.99,13,19,107,0,0,0.16,15,6.67,0.19,4,14,3.57,0.17,4,16,4.38,0.14,2.4,19,2.63,0.12,2,18,0.56,0.16,2.2,25,1.6,0.18,2.9,B1,B1,B1,46,50,2020,2,20191101,20200430,112,7,3,1,2,2,0,0,0,0,0,0,0,0,0,0,5,3,1,3,2,0,0,0,0,0,0,0,0,1,6,3,4,1,1,0,0,0,0,0,0,0,0,3,2,8,2,3,1,0,0,0,0,0,0,0,0,0,1,5,5,4,3,0,0,0,0,0,0,0,0,2,2,4,6,5,6,0,0,0,0,0,0,0,0
4762,A1,H020307,1,30,170,51,A ,6.95,5.73,44,42,150,6,0,0.13,37,8.92,0.13,2.3,25,6.4,0.13,2.8,27,4.44,0.13,2.7,28,5,0.12,2.1,18,2.78,0.16,2.4,15,4,0.15,3,A1,A1,A2,56,57,2020,2,20191101,20200430,112,24,9,2,2,0,0,0,0,0,0,0,0,0,0,4,12,3,3,1,2,0,0,0,0,0,0,0,0,7,5,8,3,3,0,1,0,0,0,0,0,0,0,4,10,2,4,6,2,0,0,0,0,0,0,0,0,4,1,5,3,4,1,0,0,0,0,0,0,0,0,1,5,2,1,4,1,0,0,0,0,0,0,1,0
4764,B2,H020517,2,30,155,45,A ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B2,B1,A2,45,0,2020,2,20191101,20200430,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4765,B1,H020625,2,30,164,53,A ,3.71,1.51,5,5,66,0,0,0.15,8,3.75,0.16,3.5,11,2.73,0.15,2.3,8,3.75,0.13,2,11,0,0.12,2.8,15,0.67,0.11,2.6,13,0,0.23,4.3,B1,B1,B1,46,43,2020,2,20191101,20200430,112,2,1,1,2,1,1,0,0,0,0,0,0,0,0,1,2,3,4,0,1,0,0,0,0,0,0,0,0,2,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,1,3,1,5,1,0,0,0,0,0,0,0,0,1,2,3,3,5,1,0,0,0,0,0,0,0,0,0,1,1,1,10,0,0,0,0,0,0,0,0
4766,B1,H030119,1,29,166,59,AB,4.7,2.89,11,9,69,1,0,0.15,7,8.57,0.18,2.7,12,3.33,0.15,3.5,12,4.17,0.16,2.9,12,2.5,0.14,1.8,14,1.43,0.14,2.7,12,0,0.15,3.3,B1,B1,B2,44,47,2020,2,20191101,20200430,112,5,1,0,0,0,1,0,0,0,0,0,0,0,0,2,2,1,3,2,1,0,0,0,0,0,0,0,1,0,5,0,2,3,2,0,0,0,0,0,0,0,0,3,0,4,0,4,1,0,0,0,0,0,0,0,0,1,1,1,4,2,5,0,0,0,0,0,0,0,0,0,0,3,2,3,4,0,0,0,0,0,0,0,0
4767,B2,H031025,2,28,157,44,A ,2.56,0.55,2,0,36,0,0,0.16,3,6.67,0.15,2.3,5,0,0.17,2.8,5,0,0.21,4.4,6,0,0.13,2.6,7,0,0.16,2.9,10,0,0.14,3.1,B2,B2,B2,41,38,2020,2,20191101,20200430,112,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,1,2,6,1,0,0,0,0,0,0,0
4768,B2,H040520,1,28,163,49,B ,2.47,0.4,2,0,49,0,0,0.19,2,5,0.11,1,8,1.25,0.19,4,8,0,0.18,4.4,8,0,0.22,5.1,10,0,0.21,4.2,13,0,0.16,3.9,B2,B2,B2,36,37,2020,2,20191101,20200430,112,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,2,1,0,0,0,0,0,0,0,0,0,1,1,2,4,0,0,0,0,0,0,0,0,0,0,1,0,3,4,0,0,0,0,0,0,0,0,0,0,0,1,3,6,0,0,0,0,0,0,0,0,0,0,0,3,2,7,1,0,0,0,0,0,0,0
4769,A2,H040706,1,27,167,52,AB,5.93,3.87,28,20,124,2,1,0.12,24,9.17,0.12,2.2,18,3.33,0.12,2.4,24,2.92,0.11,2.1,23,3.91,0.14,2.3,15,2,0.12,2.4,21,0.48,0.13,2.7,A1,A2,A2,55,55,2020,2,20191101,20200430,112,15,7,0,1,1,0,0,0,0,0,0,0,0,0,4,2,4,3,3,2,0,0,0,0,0,0,0,0,4,3,10,2,2,2,1,0,0,0,0,0,0,0,5,4,4,2,4,4,0,0,0,0,0,0,0,0,0,3,1,4,3,4,0,0,0,0,0,0,0,0,0,1,5,9,3,2,0,0,0,0,0,1,0,0
