Number,Rank,birthday,Sex,Age,Tall,Weight,BloodType,Win_rate,Wins_rate,1st_num,2nd_num,Runs_num,Yusyutu_num,Champ_num,ST_mean,Course1_entry_num,Course1_Wins_rate,Course1_ST_mean,Course1_Start_Rank,Course2_entry_num,Course2_Wins_rate,Course2_ST_mean,Course2_Start_Rank,Course3_entry_num,Course3_Wins_rate,Course3_ST_mean,Course3_Start_Rank,Course4_entry_num,Course4_Wins_rate,Course4_ST_mean,Course4_Start_Rank,Course5_entry_num,Course5_Wins_rate,Course5_ST_mean,Course5_Start_Rank,Course6_entry_num,Course6_Wins_rate,Course6_ST_mean,Course6_Start_Rank,bef_Rank,bef_bef_Rank,bef_bef_bef_Rank,bef_Capavility_index,Now_Capability_index,Year,Period,CalcurationPeriod1,CalcurationPeriod2,GraduatePeriod,Course1_1st_num,Course1_2nd_num,Course1_3rd_num,Course1_4th_num,Course1_5th_num,Course1_6th_num,Course1_F_num,Course1_L0_num,Course1_L1_num,Course1_K0_num,Course1_K1_num,Course1_S0_num,Course1_S1_num,Course1_S2_num,Course2_1st_num,Course2_2nd_num,Course2_3rd_num,Course2_4th_num,Course2_5th_num,Course2_6th_num,Course2_F_num,Course2_L0_num,Course2_L1_num,Course2_K0_num,Course2_K1_num,Course2_S0_num,Course2_S1_num,Course2_S2_num,Course3_1st_num,Course3_2nd_num,Course3_3rd_num,Course3_4th_num,Course3_5th_num,Course3_6th_num,Course3_F_num,Course3_L0_num,Course3_L1_num,Course3_K0_num,Course3_K1_num,Course3_S0_num,Course3_S1_num,Course3_S2_num,Course4_1st_num,Course4_2nd_num,Course4_3rd_num,Course4_4th_num,Course4_5th_num,Course4_6th_num,Course4_F_num,Course4_L0_num,Course4_L1_num,Course4_K0_num,Course4_K1_num,Course4_S0_num,Course4_S1_num,Course4_S2_num,Course5_1st_num,Course5_2nd_num,Course5_3rd_num,Course5_4th_num,Course5_5th_num,Course5_6th_num,Course5_F_num,Course5_L0_num,Course5_L1_num,Course5_K0_num,Course5_K1_num,Course5_S0_num,Course5_S1_num,Course5_S2_num,Course6_1st_num,Course6_2nd_num,Course6_3rd_num,Course6_4th_num,Course6_5th_num,Course6_6th_num,Course6_F_num,Course6_L0_num,Course6_L1_num,Course6_K0_num,Course6_K1_num,Course6_S0_num,Course6_S1_num,Course6_S2_num
3888,A1,S500301,1,45,158,48,O ,6.71,5.21,37,36,140,7,2,0.15,34,9.41,0.15,2.7,21,4.76,0.16,3,21,6.67,0.14,2.2,21,4.29,0.14,2.1,31,2.58,0.13,2.4,13,0,0.17,3.1,A1,A2,A1,54,56,2020,2,20191101,20200430,80,25,7,1,0,1,0,0,0,0,0,0,0,0,0,3,7,6,1,0,4,0,0,0,0,0,0,0,0,2,12,3,3,1,0,0,0,0,0,0,0,0,0,2,7,6,4,0,2,0,0,0,0,0,0,0,0,5,3,5,7,7,3,0,0,0,0,0,1,0,0,0,0,4,2,4,3,0,0,0,0,0,0,0,0
3889,B1,S500314,1,45,168,56,AB,5.18,3.04,14,18,105,1,0,0.17,15,8.67,0.19,3.3,17,2.35,0.18,3.3,20,3.5,0.16,2.8,20,2,0.16,2.8,22,1.36,0.17,3.4,11,0.91,0.16,3.5,B1,B1,B1,44,49,2020,2,20191101,20200430,80,8,5,0,0,2,0,0,0,0,0,0,0,0,0,1,3,6,4,1,2,0,0,0,0,0,0,0,0,2,5,5,5,1,2,0,0,0,0,0,0,0,0,2,2,7,3,1,5,0,0,0,0,0,0,0,0,0,3,3,3,9,4,0,0,0,0,0,0,0,0,1,0,3,1,3,3,0,0,0,0,0,0,0,0
3890,B1,S501008,1,44,168,58,AB,4.92,2.7,11,16,100,0,0,0.18,19,6.32,0.19,3.7,15,4.67,0.17,3.7,18,1.67,0.17,3.8,16,0.63,0.21,4.1,21,1.43,0.16,3.3,13,0.77,0.2,4.8,B1,A2,A2,50,49,2020,2,20191101,20200430,80,8,4,1,3,2,1,0,0,0,0,0,0,0,0,0,7,2,2,1,3,0,0,0,0,0,0,0,0,0,3,4,4,1,4,1,0,0,0,0,1,0,0,1,0,6,6,1,2,0,0,0,0,0,0,0,0,2,1,3,10,3,2,0,0,0,0,0,0,0,0,0,1,1,4,2,4,0,0,0,0,0,1,0,0
3891,B1,S501103,1,44,164,57,O ,4.01,1.89,7,11,95,0,0,0.19,15,3.33,0.17,4,17,2.35,0.16,3.1,19,2.11,0.2,4.1,18,2.22,0.21,4,17,0.59,0.2,3.1,10,0,0.22,4.1,B1,B1,B1,45,45,2020,2,20191101,20200430,80,2,3,2,2,3,3,0,0,0,0,0,0,0,0,1,3,4,1,5,3,0,0,0,0,0,0,0,0,3,1,4,4,4,3,0,0,0,0,0,0,0,0,0,4,2,2,6,4,0,0,0,0,0,0,0,0,1,0,2,2,7,3,0,0,0,0,0,1,0,1,0,0,1,4,2,3,0,0,0,0,0,0,0,0
3892,A2,S510121,1,44,163,54,A ,5.5,3.49,17,19,103,4,1,0.17,19,6.84,0.18,3.4,18,5,0.17,3.8,15,3.33,0.14,2.7,17,2.35,0.17,3.2,16,1.88,0.2,3.3,17,1.18,0.18,3.2,A2,A2,A2,51,50,2020,2,20191101,20200430,80,12,1,1,2,3,0,0,0,0,0,0,0,0,0,3,6,3,2,3,1,0,0,0,0,0,0,0,0,1,4,4,4,2,0,0,0,0,0,0,0,0,0,1,3,9,1,2,1,0,0,0,0,0,0,0,0,0,3,4,4,2,3,0,0,0,0,0,0,0,0,0,2,1,1,9,4,0,0,0,0,0,0,0,0
3893,B1,S510412,1,44,171,58,AB,5.36,2.7,14,16,111,0,0,0.16,20,7,0.13,2.1,20,2.5,0.21,4.1,18,2.22,0.16,3.3,19,3.16,0.17,2.8,18,0.56,0.14,2.7,16,0,0.16,4.2,B1,B1,B1,50,50,2020,2,20191101,20200430,80,10,4,5,0,0,1,0,0,0,0,0,0,0,0,1,4,7,4,3,1,0,0,0,0,0,0,0,0,1,3,9,4,0,1,0,0,0,0,0,0,0,0,2,4,5,5,0,3,0,0,0,0,0,0,0,0,0,1,6,4,4,3,0,0,0,0,0,0,0,0,0,0,3,2,7,4,0,0,0,0,0,0,0,0
3894,B1,S510613,2,44,163,54,A ,4.78,2.44,13,9,90,0,0,0.16,13,3.85,0.17,2.9,15,3.33,0.18,2.7,17,2.94,0.16,2.6,16,1.88,0.14,3.3,16,1.25,0.13,2.3,13,1.54,0.16,3.2,B2,B1,B1,45,48,2020,2,20191101,20200430,80,5,0,2,3,3,0,0,0,0,0,0,0,0,0,4,1,4,2,1,3,0,0,0,0,0,0,0,0,1,4,3,2,5,2,0,0,0,0,0,0,0,0,1,2,3,6,2,2,0,0,0,0,0,0,0,0,1,1,5,4,2,3,0,0,0,0,0,0,0,0,1,1,1,1,3,6,0,0,0,0,0,0,0,0
3895,B1,S510720,1,43,161,51,O ,5.16,3.36,13,23,107,0,0,0.16,15,8,0.14,3.2,23,3.48,0.16,3.3,20,3.5,0.16,2.1,19,2.63,0.16,3.3,20,1,0.16,3,11,1.82,0.19,4,B1,B1,B1,48,49,2020,2,20191101,20200430,80,7,5,3,0,0,0,0,0,0,0,0,0,0,0,2,6,6,2,5,2,0,0,0,0,0,0,0,0,2,5,3,5,4,0,0,0,0,0,0,1,0,0,1,4,2,3,2,7,0,0,0,0,0,0,0,0,0,2,3,5,5,5,0,0,0,0,0,0,0,0,1,1,1,5,1,2,0,0,0,0,0,0,0,0
3896,B1,S510802,1,43,166,51,A ,5.28,3.1,18,19,119,0,0,0.19,18,6.11,0.18,2.8,17,4.71,0.19,3.6,23,3.04,0.16,3.4,22,2.73,0.16,3.2,17,2.35,0.2,3.8,23,0.43,0.24,4.9,A2,A2,A2,52,50,2020,2,20191101,20200430,80,7,4,2,1,2,0,2,0,0,0,0,0,0,0,3,5,3,2,4,0,0,0,0,0,0,0,0,0,4,3,4,6,3,3,0,0,0,0,0,0,0,0,3,3,8,4,3,1,0,0,0,0,0,0,0,0,1,3,3,3,5,1,0,0,0,0,0,1,0,0,0,1,4,8,7,3,0,0,0,0,0,0,0,0
3897,A1,S511015,1,43,174,55,O ,8.63,7.18,73,29,142,10,7,0.14,46,8.91,0.14,2.6,29,7.93,0.14,2.7,35,5.43,0.15,2.4,23,5.65,0.15,2.6,8,7.5,0.13,2.9,1,0,0.1,4,A1,A1,A1,64,68,2020,2,20191101,20200430,80,38,3,3,0,2,0,0,0,0,0,0,0,0,0,13,10,5,0,1,0,0,0,0,0,0,0,0,0,13,6,8,5,2,1,0,0,0,0,0,0,0,0,7,6,6,3,0,1,0,0,0,0,0,0,0,0,2,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3898,A1,S511113,1,43,167,54,A ,6.24,4.58,25,19,96,4,0,0.15,18,8.33,0.12,1.9,15,6.67,0.15,3,15,3.33,0.16,2.7,17,5.29,0.15,3.2,19,2.11,0.18,3.1,12,0.83,0.19,4.3,A1,A1,A1,58,56,2020,2,20191101,20200430,80,13,2,1,1,1,0,0,0,0,0,0,0,0,0,4,6,2,0,3,0,0,0,0,0,0,0,0,0,3,2,7,1,0,1,0,0,0,0,0,1,0,0,4,5,3,1,1,3,0,0,0,0,0,0,0,0,1,3,2,5,5,3,0,0,0,0,0,0,0,0,0,1,1,2,4,3,0,0,0,0,0,0,1,0
3900,A1,S520108,2,43,156,48,AB,6.97,5.09,44,35,155,8,2,0.15,35,8.86,0.13,2.1,25,6.4,0.17,3,26,5,0.16,3.1,29,3.79,0.17,3,20,3.5,0.13,2.8,20,0.5,0.16,3.3,A1,A2,A2,56,57,2020,2,20191101,20200430,80,27,4,2,1,1,0,0,0,0,0,0,0,0,0,5,11,6,3,0,0,0,0,0,0,0,0,0,0,5,8,7,2,2,2,0,0,0,0,0,0,0,0,6,5,5,5,7,1,0,0,0,0,0,0,0,0,0,7,5,4,2,2,0,0,0,0,0,0,0,0,1,0,7,7,1,4,0,0,0,0,0,0,0,0
3901,A2,S520503,1,43,165,54,O ,5.41,3.79,22,27,129,1,0,0.19,23,8.7,0.17,2.9,18,4.44,0.19,3.8,26,4.62,0.19,3.9,23,2.61,0.2,3.8,21,0.95,0.18,4.1,20,0.5,0.22,5.1,B1,A2,A2,47,49,2020,2,20191101,20200430,80,16,4,0,1,1,1,0,0,0,0,0,0,0,0,1,7,3,3,1,2,0,0,0,0,0,0,1,0,2,10,5,3,3,2,0,0,0,0,0,1,0,0,3,3,5,5,6,1,0,0,0,0,0,0,0,0,0,2,3,7,5,4,0,0,0,0,0,0,0,0,0,1,3,4,2,9,0,0,0,0,0,1,0,0
3902,A1,S520529,1,43,163,55,O ,6.38,4.76,30,30,126,3,1,0.19,27,7.41,0.18,3.5,23,5.22,0.2,3.7,25,3.6,0.19,3.8,24,4.17,0.21,4.1,21,4.29,0.19,3.7,8,0,0.23,3.4,A2,A2,A2,51,53,2020,2,20191101,20200430,80,15,5,1,3,2,0,0,0,0,0,0,1,0,0,5,7,4,5,1,1,0,0,0,0,0,0,0,0,4,5,6,5,2,3,0,0,0,0,0,0,0,0,3,7,7,5,0,1,0,0,0,0,0,0,1,0,3,6,3,3,3,2,0,0,0,0,0,1,0,0,0,0,1,3,4,0,0,0,0,0,0,0,0,0
3903,A1,S520614,1,43,165,51,O ,7.15,5.73,62,28,157,10,4,0.13,37,10,0.13,1.6,25,7.2,0.13,2.2,31,5.48,0.14,2.7,24,2.92,0.11,2.3,23,3.04,0.16,2.7,17,2.35,0.13,2.9,A1,A1,A2,57,58,2020,2,20191101,20200430,80,34,3,0,0,0,0,0,0,0,0,0,0,0,0,10,8,1,4,1,1,0,0,0,0,0,0,0,0,9,8,2,5,3,4,0,0,0,0,0,0,0,0,5,2,5,6,4,2,0,0,0,0,0,0,0,0,3,4,4,5,4,3,0,0,0,0,0,0,0,0,1,3,3,5,1,3,0,0,0,0,0,0,1,0
3904,A2,S520621,1,43,166,57,A ,6.14,4.32,29,32,141,1,0,0.17,27,8.89,0.14,3.1,27,5.93,0.15,3.4,20,2.5,0.17,3.6,20,3.5,0.17,2.9,25,2.8,0.2,3.6,23,0.87,0.2,4.5,A2,B1,A2,51,52,2020,2,20191101,20200430,80,16,8,0,2,0,1,0,0,0,0,0,0,0,0,7,9,3,4,0,2,0,0,0,0,0,0,2,0,1,4,6,7,1,0,0,0,0,0,0,1,0,0,3,4,7,5,1,0,0,0,0,0,0,0,0,0,2,5,6,6,3,3,0,0,0,0,0,0,0,0,0,2,6,6,5,4,0,0,0,0,0,0,0,0
3905,B1,S520915,1,42,172,55,A ,5.18,2.81,13,21,121,1,0,0.16,16,6.25,0.18,2.9,19,3.68,0.19,3.9,19,2.11,0.16,2.6,20,4,0.14,2.9,27,1.11,0.14,2.7,20,1,0.17,3.1,B1,B1,B1,48,50,2020,2,20191101,20200430,80,7,3,2,2,1,1,0,0,0,0,0,0,0,0,0,7,4,2,2,4,0,0,0,0,0,0,0,0,1,3,9,0,4,2,0,0,0,0,0,0,0,0,3,5,5,2,5,0,0,0,0,0,0,0,0,0,2,1,8,5,5,6,0,0,0,0,0,0,0,0,0,2,6,5,5,2,0,0,0,0,0,0,0,0
3906,B1,S521102,1,42,166,61,O ,4.87,2.86,20,19,136,1,0,0.18,27,7.04,0.14,2.6,17,4.12,0.17,3.8,25,2.4,0.18,3.8,25,2.4,0.19,4,22,0,0.21,4.5,21,0.48,0.2,5.4,A2,A2,B1,50,48,2020,2,20191101,20200430,80,14,5,3,2,1,2,0,0,0,0,0,0,0,0,3,4,0,3,1,6,0,0,0,0,0,0,0,0,2,4,5,2,10,2,0,0,0,0,0,0,0,0,1,5,2,7,4,5,1,0,0,0,0,0,0,0,0,0,6,9,5,1,0,0,0,0,0,1,0,0,0,1,4,5,7,4,0,0,0,0,0,0,0,0
3907,A2,S530212,1,42,168,56,O ,5.51,3.22,19,19,118,3,1,0.18,21,7.14,0.16,3.1,18,5,0.16,2.8,20,3,0.19,3.5,28,1.79,0.18,3.1,15,1.33,0.19,2.9,16,0.63,0.19,4.3,A1,A2,A2,52,52,2020,2,20191101,20200430,80,14,1,2,0,2,1,1,0,0,0,0,0,0,0,2,7,3,3,2,1,0,0,0,0,0,0,0,0,1,5,5,3,3,2,1,0,0,0,0,0,0,0,1,4,10,7,3,3,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,0,0,0,0,0,0,0,1,0,2,4,5,2,0,0,0,0,0,0,2,0
3908,A2,S530912,1,41,168,57,A ,6.95,4.28,17,16,77,3,0,0.15,16,9.38,0.14,2.3,12,5,0.14,3.2,10,2,0.17,2.8,14,2.14,0.16,2.9,14,4.29,0.15,3.9,11,0.91,0.16,4.4,A1,A1,A1,69,71,2020,2,20191101,20200430,80,13,2,0,1,0,0,0,0,0,0,0,0,0,0,1,5,3,1,1,0,1,0,0,0,0,0,0,0,1,1,2,5,0,1,0,0,0,0,0,0,0,0,0,3,2,4,2,3,0,0,0,0,0,0,0,0,2,4,2,4,0,2,0,0,0,0,0,0,0,0,0,1,3,4,2,1,0,0,0,0,0,0,0,0
3909,A1,S480815,1,46,168,56,O ,6.33,4.67,31,20,109,6,1,0.13,24,7.92,0.1,1.9,15,6,0.16,2.7,21,4.29,0.11,1.9,24,4.58,0.15,2.7,16,1.88,0.15,2.9,8,0,0.12,2.5,A1,A1,A1,55,58,2020,2,20191101,20200430,81,16,3,0,3,1,1,0,0,0,0,0,0,0,0,5,4,3,3,0,0,0,0,0,0,0,0,0,0,2,7,4,4,2,1,1,0,0,0,0,0,0,0,6,5,1,3,6,3,0,0,0,0,0,0,0,0,2,1,3,3,4,3,0,0,0,0,0,0,0,0,0,0,1,2,3,2,0,0,0,0,0,0,0,0
3910,B1,S481010,1,46,164,50,A ,3.88,2.2,6,9,68,0,0,0.21,7,5.71,0.13,2.2,10,5,0.16,3.4,8,0,0.22,4.3,11,2.73,0.17,3.6,14,2.14,0.21,4.1,19,0,0.28,5.4,B1,B1,B1,47,43,2020,2,20191101,20200430,81,3,1,1,0,1,0,1,0,0,0,0,0,0,0,1,4,0,2,2,1,0,0,0,0,0,0,0,0,0,0,3,0,1,3,1,0,0,0,0,0,0,0,1,2,2,1,3,2,0,0,0,0,0,0,0,0,1,2,1,3,1,6,0,0,0,0,0,0,0,0,0,0,1,3,6,8,0,0,0,0,0,1,0,0
3911,B1,S481130,1,46,165,53,O ,5.09,3.14,12,10,70,0,0,0.18,10,8,0.2,3.4,11,5.45,0.16,3.3,13,3.08,0.19,3,12,1.67,0.19,4.6,15,1.33,0.17,3.7,10,0,0.19,3.2,B1,B1,B1,48,49,2020,2,20191101,20200430,81,7,1,0,1,0,1,0,0,0,0,0,0,0,0,3,3,2,1,2,0,0,0,0,0,0,0,0,0,1,3,4,2,1,2,0,0,0,0,0,0,0,0,1,1,2,3,2,3,0,0,0,0,0,0,0,0,0,2,3,4,4,1,0,0,0,0,0,1,0,0,0,0,0,2,5,3,0,0,0,0,0,0,0,0
3912,A1,S490107,1,46,169,50,B ,6.21,4.27,40,28,159,4,0,0.16,35,8.29,0.18,2.6,21,5.71,0.14,2.7,37,3.24,0.13,2.2,29,3.45,0.17,2.8,22,1.82,0.16,3,16,0.63,0.21,4.9,A2,A1,B1,54,53,2020,2,20191101,20200430,81,24,5,2,1,2,1,0,0,0,0,0,0,0,0,3,9,2,2,3,2,0,0,0,0,0,0,0,0,7,5,13,5,6,1,0,0,0,0,0,0,0,0,4,6,9,6,1,3,0,0,0,0,0,0,0,0,2,2,5,6,3,4,0,0,0,0,0,0,0,0,0,1,3,3,4,4,0,0,0,0,0,1,0,0
3915,A1,S490429,1,46,162,51,B ,6.4,4.57,20,23,94,3,0,0.2,21,8.1,0.2,3.9,16,5.63,0.19,4.4,16,4.38,0.22,4.2,17,2.94,0.21,3.6,14,3.57,0.19,3,10,0,0.22,4.7,A2,A1,A2,52,53,2020,2,20191101,20200430,81,14,3,0,3,0,0,0,0,0,0,0,0,1,0,4,5,5,1,1,0,0,0,0,0,0,0,0,0,0,7,0,5,2,1,0,0,0,0,0,0,0,1,1,4,8,2,2,0,0,0,0,0,0,0,0,0,1,4,3,6,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,3,0,0,0,0,0,0,0,0
3918,A1,S490808,1,45,162,53,O ,6.79,4.61,32,34,143,6,0,0.18,32,7.81,0.17,3.9,23,3.48,0.19,4.4,19,5.26,0.16,3,27,1.85,0.2,3.6,24,4.58,0.2,3.4,18,3.89,0.19,3.5,A1,A1,A2,58,60,2020,2,20191101,20200430,81,17,8,3,2,2,0,0,0,0,0,0,0,0,0,4,4,8,2,2,2,0,0,0,0,0,0,1,0,6,4,6,2,1,0,0,0,0,0,0,0,0,0,1,4,6,12,3,1,0,0,0,0,0,0,0,0,2,9,6,5,1,1,0,0,0,0,0,0,0,0,2,5,2,5,3,1,0,0,0,0,0,0,0,0
3919,A2,S491114,1,45,170,54,O ,6.11,4.47,34,21,123,4,1,0.15,33,6.36,0.15,3.1,56,3.93,0.15,2.7,32,3.75,0.16,3.3,2,0,0.15,2.5,0,0,0,0,0,0,0,0,A1,A2,A2,52,54,2020,2,20191101,20200430,81,18,3,4,3,3,2,0,0,0,0,0,0,0,0,10,12,8,8,9,9,0,0,0,0,0,0,0,0,6,6,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3920,A1,S491119,1,45,169,52,O ,6.53,5.26,40,39,150,5,0,0.16,31,8.06,0.17,3.1,49,5.92,0.15,3,37,5.41,0.16,3.4,22,1.82,0.17,3.5,10,1,0.19,4.2,1,0,0.12,4,A2,A1,A1,51,54,2020,2,20191101,20200430,81,22,3,2,0,3,1,0,0,0,0,0,0,0,0,11,18,6,5,2,7,0,0,0,0,0,0,0,0,5,15,8,5,3,1,0,0,0,0,0,0,0,0,2,2,7,1,6,4,0,0,0,0,0,0,0,0,0,1,1,3,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3921,A2,S500103,1,45,160,50,A ,5.62,4.01,29,30,147,1,0,0.18,27,8.89,0.16,3,26,6.15,0.16,2.8,23,3.04,0.19,3.3,26,4.23,0.19,3.5,23,0.43,0.16,3.4,23,0,0.2,4.3,A2,A2,A2,50,51,2020,2,20191101,20200430,81,17,7,2,0,1,0,0,0,0,0,0,0,0,0,6,10,4,4,2,0,0,0,0,0,0,0,0,0,1,6,4,3,6,2,0,0,0,0,0,1,0,0,5,6,5,3,2,5,0,0,0,0,0,0,0,0,0,1,4,3,10,5,0,0,0,0,0,0,0,0,0,0,3,5,8,7,0,0,0,0,0,0,0,0
3922,B1,S500617,1,45,163,50,O ,3.1,0.97,4,3,72,0,0,0.2,10,3,0.17,4.1,16,0.63,0.2,4,14,0,0.25,4,9,2.22,0.16,3.4,11,0.91,0.18,3.8,12,0,0.22,4.8,B1,B1,B1,46,41,2020,2,20191101,20200430,81,2,1,1,3,0,2,1,0,0,0,0,0,0,0,1,0,2,7,4,2,0,0,0,0,0,0,0,0,0,0,1,1,7,5,0,0,0,0,0,0,0,0,1,1,1,1,1,4,0,0,0,0,0,0,0,0,0,1,1,1,5,3,0,0,0,0,0,0,0,0,0,0,0,2,3,7,0,0,0,0,0,0,0,0
3925,B1,S500812,1,44,164,52,A ,3.98,2.08,7,13,96,0,0,0.21,14,5.71,0.19,3.8,15,4,0.2,4.3,10,1,0.22,3.4,17,1.18,0.19,3.5,26,1.15,0.2,4.1,14,0,0.24,4.9,B1,B1,B1,44,45,2020,2,20191101,20200430,81,5,3,2,1,1,2,0,0,0,0,0,0,0,0,1,5,2,2,2,3,0,0,0,0,0,0,0,0,0,1,1,5,1,2,0,0,0,0,0,0,0,0,0,2,4,5,3,3,0,0,0,0,0,0,0,0,1,2,2,4,7,10,0,0,0,0,0,0,0,0,0,0,1,1,4,8,0,0,0,0,0,0,0,0
3926,B1,S500912,1,44,159,52,A ,4.09,1.63,2,7,55,0,0,0.2,8,7.5,0.1,2,10,3,0.2,3.8,8,0,0.21,4.8,7,0,0.21,4.1,12,0,0.23,4.7,10,0,0.26,4.9,B1,B1,B1,46,46,2020,2,20191101,20200430,81,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,2,0,0,0,0,0,0,0,0,0,0,1,1,3,2,0,0,0,0,0,0,0,0,0,0,3,2,4,3,0,0,0,0,0,0,0,0,0,0,2,3,1,4,0,0,0,0,0,0,0,0
3928,B1,S501012,1,44,169,64,O ,4.1,2,8,12,100,0,0,0.21,14,2.86,0.19,3.4,16,2.5,0.24,4.1,21,2.38,0.2,3.6,16,2.5,0.21,4.3,16,1.88,0.21,4.5,18,0,0.21,5.3,B1,B1,B1,45,46,2020,2,20191101,20200430,81,4,0,2,2,5,0,0,0,0,0,0,1,0,0,1,3,4,2,5,1,0,0,0,0,0,0,0,0,1,4,4,5,1,6,0,0,0,0,0,0,0,0,2,2,4,2,3,3,0,0,0,0,0,0,0,0,0,3,0,3,5,5,0,0,0,0,0,0,0,0,0,0,1,3,9,5,0,0,0,0,0,0,0,0
3929,B1,S501012,1,44,160,51,B ,5.34,3.42,22,27,143,3,0,0.14,24,6.67,0.11,2.3,25,4.8,0.15,1.8,26,4.62,0.14,2.6,27,1.11,0.15,2.7,25,1.2,0.15,2.9,17,1.76,0.12,2.8,A2,A2,B1,50,50,2020,2,20191101,20200430,81,10,6,2,2,2,1,0,0,0,0,0,1,0,0,3,9,7,3,1,2,0,0,0,0,0,0,0,0,6,6,3,4,4,3,0,0,0,0,0,0,0,0,0,3,7,8,6,3,0,0,0,0,0,0,0,0,2,1,4,6,11,1,0,0,0,0,0,0,0,0,1,2,1,4,4,5,0,0,0,0,0,0,0,0
3930,A2,S510214,1,44,167,56,A ,5.63,4.12,30,29,143,2,0,0.16,26,8.46,0.14,2.5,27,5.19,0.15,3,24,5.42,0.14,2.8,26,1.92,0.16,3.4,22,1.82,0.19,3.5,18,0.56,0.2,4.3,A2,B1,B1,50,50,2020,2,20191101,20200430,81,17,5,1,1,0,0,1,0,0,0,0,0,1,0,6,8,0,7,5,1,0,0,0,0,0,0,0,0,5,8,3,4,2,2,0,0,0,0,0,0,0,0,1,4,7,4,5,5,0,0,0,0,0,0,0,0,1,3,4,6,4,4,0,0,0,0,0,0,0,0,0,1,3,3,6,5,0,0,0,0,0,0,0,0
3931,A2,S510611,1,44,155,49,AB,5.74,4.5,29,26,122,1,0,0.15,22,7.73,0.13,1.8,23,5.65,0.15,3,20,2,0.16,2.7,23,5.22,0.16,3,18,3.33,0.15,2.8,17,1.76,0.17,2.6,A1,A2,A1,54,51,2020,2,20191101,20200430,81,17,0,3,0,0,0,1,0,0,0,0,0,1,0,5,8,2,2,4,2,0,0,0,0,0,0,0,0,0,4,2,5,3,3,0,0,0,0,0,0,2,1,3,9,2,4,3,1,0,0,0,0,0,1,0,0,3,3,4,1,4,3,0,0,0,0,0,0,0,0,1,2,0,3,6,4,0,0,0,0,0,0,1,0
3932,A2,S510613,2,44,162,53,A ,6.14,4.57,25,13,83,2,0,0.16,15,7.33,0.16,2.3,13,6.15,0.16,2.2,14,4.29,0.12,2.3,11,2.73,0.14,2.9,19,4.74,0.19,3.4,11,0.91,0.21,4.4,B1,B1,B1,45,52,2020,2,20191101,20200430,81,9,2,0,3,1,0,0,0,0,0,0,0,0,0,6,2,1,4,0,0,0,0,0,0,0,0,0,0,4,2,3,4,1,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,0,0,0,0,0,0,0,0,4,5,2,3,4,1,0,0,0,0,0,0,0,0,1,0,1,0,4,5,0,0,0,0,0,0,0,0
3933,A1,S510624,1,44,164,53,AB,6.57,4.55,36,30,145,3,1,0.17,39,7.44,0.17,3.6,46,4.35,0.17,3.2,30,2.33,0.15,3.5,26,3.46,0.17,3.8,4,2.5,0.2,5,0,0,0,0,A1,A1,A1,56,55,2020,2,20191101,20200430,81,23,6,3,4,2,1,0,0,0,0,0,0,0,0,9,11,11,7,7,1,0,0,0,0,0,0,0,0,1,6,13,6,2,2,0,0,0,0,0,0,0,0,3,6,8,3,5,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3934,B1,S520304,1,43,168,53,O ,5.12,3.43,16,31,137,0,0,0.15,20,8,0.15,2,22,3.18,0.16,2.7,22,3.64,0.16,3.3,31,3.55,0.14,2.6,24,1.67,0.14,2.8,18,0.56,0.17,3.7,A2,B1,A2,50,49,2020,2,20191101,20200430,81,9,7,2,1,1,0,0,0,0,0,0,0,0,0,1,6,2,3,8,2,0,0,0,0,0,0,0,0,2,6,5,3,5,1,0,0,0,0,0,0,0,0,2,9,5,5,7,3,0,0,0,0,0,0,0,0,2,2,4,7,7,2,0,0,0,0,0,0,0,0,0,1,2,4,6,5,0,0,0,0,0,0,0,0
3935,B1,S520814,1,42,169,55,A ,5.13,3.01,10,18,93,0,0,0.17,12,7.5,0.15,3,18,5.56,0.16,2.6,19,3.16,0.17,2.9,10,2,0.21,4.2,15,0,0.17,3.9,19,0.53,0.18,3.8,B1,A2,A2,47,49,2020,2,20191101,20200430,81,3,6,1,0,1,1,0,0,0,0,0,0,0,0,5,5,3,2,1,2,0,0,0,0,0,0,0,0,2,4,3,3,4,2,1,0,0,0,0,0,0,0,0,2,2,3,1,2,0,0,0,0,0,0,0,0,0,0,5,5,4,1,0,0,0,0,0,0,0,0,0,1,5,7,3,3,0,0,0,0,0,0,0,0
